S_Q_AB_nCi_2_NS7_C_KA_c_MAS,MX_B_AB_nCi_2_SS6_C_SRW_c-p_MAS,S_TrB_AB_nCi_3_M26(M8)_SS4_T_KA_m-r_MID,VC_TrC_AB_nCi_3_M26(M5)_NS5_T_KA_h_MID,P3_F_AB_nCi_2_NS1_H_T_NSRW_e_MAS,SD_F_BB_Ci(2.0;-2.0)_2_SS1_H_T_KA_e_MAS,Q3_B_AB_nCi_2_NS3_T_LGP[1]_h-s_MAS,SD_Q_AB_Ci(2.0;-2.0)_2_SS2_H_n_X_LGP[2-4]_p_MAS,VC_B_AB_nCi_2_NS7_X_NSRW_r-m_MAS,VC_TrQB_AB_nCi_3_M22(M16)_SS1_T_LG3L[2-3]_LGL[2-3]_m-p_MID,S_Q_BB_Ci(2.0;-2.0)_2_MP1_H_T_KA_c_MAS,Q2_B_AB_nCi_2_NS1_T_NSRW_h-s_MAS,MX_TrB_AB_nCi_3_M20(M8)_SS6_T_KA_m-r_MID,MX_B_AB_nCi_2_SS1_n_X_LGP[1-3]_p-h_MAS,ES_RA_TrC_AB_nCi_3_M27_SS0_T_KA_v_MID,N1_Q_AB_nCi_2_MP7_H_n_T_LGP[1]_v_MAS,TS[1]_K_TrC_AB_nCi_3_M27_NS0_T_KA_p_MID,S_B_AB_nCi_2_NS3_X_KA_e-c_MAS,P3_F_AB_nCi_2_SS2_X_SRW_p_MAS,S_TrB_AB_nCi_3_M27_SS1_T_KA_r-p_MID,MN_Tr_AB_nCi_3_M20(M8)_NS1_X_KA_a-e-v_MID,K_TrQB_AB_nCi_3_M26(M8)_NS5_X_KA_r-p_MID,I50_TrC_AB_nCi_3_M20(M5)_NS7_C_KA_h_MID,RA_TrB_AB_nCi_3_M21(M1)_MP0_T_KA_r-p_MID,S_TrQB_AB_nCi_3_M22(M1)_SS1_T_LG3L[1-2]_LGL[1-2]_r-p_MID,AC[1]_I50_TrB_AB_nCi_3_M20(M15)_SS5_T_KA_e-v_MID,S_Q_AB_Ci(2.0;-2.0)_2_SS1_H_n_T_KA_c_MAS,MX_TrB_AB_nCi_3_M26(M8)_SS7_C_KA_m-r_MID,MN_Tr_AB_nCi_3_M19(M11)_SS1_X_KA_a-e-v_MID,K_Tr_AB_nCi_3_M22(M5)_SS5_T_KA_a-e-v_MID,MN_TrB_AB_nCi_3_M25(M15)_SS6_T_KA_m-r_MID,S_B_AB_nCi_2_NS5_X_NSRW_c-m_MAS,MX_TrQB_AB_nCi_3_M26(M1)_SS7_C_KA_r-p_MID,GV[3]_K_Tr_AB_nCi_3_M25(M13)_SS6_T_KA_m-a-c_MID,P3_F_AB_nCi_2_SS2_H_T_NSRW_e_MAS,MN_Tr_AB_nCi_3_M26(M8)_NS1_X_KA_a-e-v_MID,RA_TrF_AB_nCi_3_M21(M11)_SS3_T_LG3L[2-3]_LGL[2-3]_p_MID,MN_F_AB_nCi_2_SS2_T_LGP[1;2;6]_p_MAS,I50_TrF_AB_nCi_3_M21(M5)_NS7_T_LGA[0.0-1.0]_h_MID,SD_F_AB_nCi_2_NS2_X_KA_e_MAS,S_TrQB_AB_nCi_3_M26(M14)_SS1_T_KA_r-p_MID,N3_B_AB_nCi_2_NS4_n_T_KA_e-h_MAS,IB_K_Tr_AB_nCi_3_M28_NS2_T_KA_a-v-p_MID,K_TrQB_AB_nCi_3_M21(M5)_SS1_T_KA_r-p_MID,I50_TrF_AB_nCi_3_M27_MP1_T_KA_p_MID,PEOE_VSA2,SMR_VSA10,SMR_VSA3,SMR_VSA6,SlogP_VSA1,TPSA,VSA_EState2,NOCount,fr_NH0,fr_allylic_oxid,Target
-0.004873697,0.068691766,1.134490159,0.330631722,6.967135328,0.218720318,19.56566086,0,0,0.564822257,0.58889032,2.637869692,5.788302316,0,3.64E-12,202.2190549,-1.875,0,0,0.535805154,0,0,2.416105766,0.53443493,0.492987544,2857.551096,1.475761614,6.01514157,0,-1.417197563,1.168047681,0,118.2245388,0.719890034,1.944057302,0,2.951006663,0.884928571,5.447908571,0,0.650633774,487.4474637,-1.959833175,-0.891704308,0.05972723,0,0,0,0,0,0,0,0,0,2,0.54
0.732071391,0.031904725,0.973407023,0.336899414,6.898316399,0.221317124,16.94915667,0,0,0.521189479,1.377748805,2.235786138,5.774802245,0,3.64E-12,194.2006622,-2.667284219,0,0,1.051581874,0,0,1.318859159,0.400084253,0.865531735,8731.955906,1.871135335,5.953924761,0,-0.905350197,0.978615578,0,104.2418172,4.107208756,1.91025122,0,3.395843211,1.166024554,3.460133998,0,0.149335734,427.3357274,-1.896107911,0.891469518,0.045550593,0,0,0,0,0,0,0,0,0,2,1.69
0.648831411,0.034094801,1.322227094,0.335973775,6.874652324,0.219506478,16.98539497,0,0,0.275312147,1.599796213,2.196957014,5.502291522,0,9.09E-12,190.661589,-2.291469344,0,0,0.906549195,0,0,1.188939275,0.357029965,1.187735221,1470.142264,1.952024496,5.579846739,0,3.038411728,1.334458518,0,88.43504951,1.479122965,1.895953236,0,3.406514591,1.153780134,4.020646875,0,0.603374002,418.8367671,1.178248458,-0.865880627,0.04550137,0,0,0,0,0,0,0,0,0,2,1.58
0,0,2.15E-15,0.08736693,7.195561501,0.372308137,15.76825261,0,0,0.301727708,-0.324915946,2.95499309,5.079039012,0,0,228.613191,0,0,0,-2.55E-07,0,0,0.871639148,0.705813312,9.51E-08,17.09639905,1.720958676,5.130667896,0,-5.99958705,2.94074209,0,61.74113755,0,1.693229881,0,1.069355912,1.349095238,0.200942126,0,-0.140422396,435.1083508,-5.999996501,-5.999994672,0.043187972,0,0,0,0,0,0,0,0,0,2,-2.41
-0.3665167,0.02177146,-0.872029457,0.190231451,7.013842506,0.469960268,19.91048889,0,0,0.485975175,-0.827587444,2.777632452,5.418932686,0,0,209.5946328,-2.898288278,0,0,-0.007344267,0,0,1.798344643,0.752283019,0.620732976,1.576898064,0.102969942,5.550861545,0,-3.333333333,1.708692617,0,102.522931,0,1.699774474,0,1.583315877,1.360277778,4.715042734,0,-0.442988015,495.476541,-1.874999993,-1.754105787,0.077584788,0,0,0,0,0,0,0,0,0,4,1.17
0.222903703,0.025315885,0.87988443,0.282594123,7.019969127,0.307183208,21.55526107,0,0,0.271879101,3.389478741,2.765501229,5.940548989,0,0,207.2828525,4.829828889,0,0,0.969150609,0,0,2.190656554,0.651376625,-0.155340938,712.0288637,1.231386972,6.069497519,0,-1.005166455,1.26256069,0,107.5498617,1.261977326,1.904105548,0,2.570943855,2.365833333,5.104916911,0,0.934909199,532.2516445,-1.799473696,-1.872963634,0.059343298,0,0,0,0,0,0,0,0,0,2,1.17
-0.468242289,0.021964333,-0.465257983,0.172940417,7.084839778,0.437578304,16.3944438,0,0,0.331832457,-0.663916149,2.742946336,5.305371744,0,0,217.5217027,-4.261478175,0,0,-0.587376582,0,0,1.869585384,0.829910513,-1.42967843,1591.446547,0.590945564,5.416795417,0,-3.290049259,1.729335425,0,115.7113652,0,1.69546921,0,1.330059095,1.331888889,2.435664208,0,-0.149345776,480.8366591,0.431640395,-2.984596939,0.05747901,0,0,0,0,0,0,0,0,0,3,1.49
0.607290154,0.023440622,0.928824278,0.262223747,7.016907154,0.387885633,20.02901366,0,0,0.27816224,-1.04959637,2.768843093,6.563122249,0,0,209.4424797,1.562466576,0,0,0.916686609,0,0,1.609012374,0.780160093,-0.549510856,2273.260325,1.133139345,6.745164619,0,1.520258169,2.836417277,0,126.7862486,0,1.81367679,0,2.696540073,1.5223125,3.915029037,0,0.309147027,541.972032,1.001112768,-1.791753524,0.05212371,0,0,0,0,0,0,0,0,0,3,3.09
-0.363909484,0.035131235,-0.593101013,0.072860685,7.398674282,0.338265006,20.85909922,0,0,0.057287333,-1.158230795,2.936795534,4.863266523,0,0,208.6813447,-1.797908998,0,0,-0.803436248,0,0,0.772395868,0.492098633,-0.542257794,3387.016779,-0.343178924,4.979816282,0,-1.874982486,2.346808214,0,109.4003493,0,1.730442677,0,1.320082117,2.170979861,2.569521381,0,-0.995487279,481.7275823,-1.875,-1.87499999,0.010696532,0,0,0,0,0,0,0,0,0,4,0.67
-0.774565833,0.029529589,0.710780744,0.074543685,7.280570918,0.321393605,20.83887959,0,0,0.026106068,-1.468185272,2.933679881,4.876575424,0,3.64E-12,189.3720522,-1.719286154,0,0,-0.416279542,0,0,0.704695692,0.472990629,-0.274483775,2434.106727,-0.347314212,4.95908393,0,0.147918358,0.973579124,0,117.5681703,0.996630569,1.736226076,0,1.896615367,2.07375,1.126060674,0,1.008589255,458.5450741,-2.671061367,-2.475225513,0.012131596,0,0,0,0,0,0,0,0,0,4,0.06
-2.175107806,0.055146794,1.574902294,0.055019963,7.574106959,0.357994912,20.42527025,0,0,0.005080214,-0.810104704,2.904341601,4.47840059,0,0,197.0319764,-0.612244898,0,0,-0.956511058,0,0,0.390314925,0.518303163,0.246822538,862.4594218,-0.276399092,4.554317851,0,-3.03028324,2.204644971,0,111.8238399,0,1.724693467,0,1.286560613,1.901263889,1.588668087,0,-1.517193977,515.3971428,4.322932023,2.981037053,0.004760468,0,0,0,0,0,0,0,0,0,4,2.3
0.968245837,0.022624779,0.947485903,0.307501216,6.688388591,0.319183202,22.40960556,0,0,0.565815103,3.832109147,1.864514915,6.065681719,0,0,193.1721498,5,0,0,1.005653063,0,0,1.761455285,0.579175289,0.208846399,759.2925504,2.581224462,6.260456677,0,1.13495172,1.667623721,0,89.50517267,2.005336015,1.876830099,0,3.828261986,2.95935,3.553694516,0,0.911703791,490.3570156,-1.838575467,-1.860087784,0.050522731,0,0,0,0,0,0,0,0,0,2,-1
-1.1780895,0.047108156,-0.151921404,0.294327236,6.53283635,0.345590961,15.29177411,0,0,0.542891443,-0.834232108,2.146457828,6.146529126,0,1.27E-11,133.9539884,-1.768560641,0,0,0.616928797,0,0,0.922085705,0.592425533,-1.362472817,2186.089029,1.027260066,6.344470996,0,-0.360092803,1.488726532,0,82.28409193,3.703452244,1.973538511,0,3.922071057,0.81352753,4.344789309,0,-0.487549485,653.8301901,0.045072247,-0.44977904,0.026020912,0,0,0,0,0,0,0,0,0,1,0.25
0.247435434,0.02924469,1.957975089,0.216395409,7.013951448,0.286502442,17.86342235,0,0,0.712114501,0.924989092,2.573916965,5.717024606,0,0,171.7965207,2.498181617,0,0,0.012207137,0,0,0.508289205,0.567926066,0.621526894,2272.624504,1.844127478,5.849424371,0,-1.554834774,1.020902989,0,74.01307371,-1.910478454,1.8992777,0,2.386029797,1.7530125,5.502514408,0,-0.127302862,422.1364027,1.660337104,0.210339957,0.048460805,0,0,0,0,0,0,0,0,0,1,2.6
-1.899360453,0.01733324,-2.022863929,0.250523704,6.507517514,0.415642681,17.12170574,0,0,0.584139152,0.131530905,2.085783377,5.006691763,0,3.64E-12,131.0639581,-0.014822456,0,0,0.282545253,0,0,1.730491921,0.76153136,-0.750573866,1839.631271,-0.057297778,5.149682364,0,-0.365216517,1.468713726,0,97.05053844,-0.218631823,1.87580688,0,2.304687424,1.499572802,3.479392693,0,-1.536391187,714.5021499,-0.501562859,2.23574099,0.024783234,0,6.076020107,0,0,0,0,0,0,0,1,-1.07
0.414299943,0.030530755,0.037989436,0.057461775,7.081271119,0.30383605,17.51682213,0,0,0.00516563,-2.107626493,2.083499962,3.735783823,0,0,179.5879169,-2.407407407,0,0,0.274215112,0,0,0.661111251,0.503245227,0.581722373,762.9793443,-0.385328055,3.682906864,0,-3.055581471,1.332837084,0,115.6035085,0,1.752038016,0,0.994365223,1.79475,2.87113362,0,0.395991171,353.3910067,-3.287842941,-3.116621548,0.003696526,0,0,0,0,0,0,0,0,0,2,-1.55
1.85482698,0.034571803,0.302764192,0.235027306,7.090317245,0.305404955,19.52803557,0,0,0.438277847,1.02805406,2.77857191,5.243903138,0,1.27E-11,172.9450209,-0.95796811,0,0,0.271194195,0,0,0.48317798,0.45521146,0.73269351,1454.763634,0.524378765,5.374163292,0,-1.124221979,1.361172585,0,120.9890797,-1.232740556,1.93712116,0,4.01372956,3.242775,5.944488396,0,1.001344959,465.035885,-0.2828701,0.294908633,0.060717818,0,0,0,0,0,0,0,0,0,2,0.68
1.208140536,0.0282419,0.996431865,0.170438464,7.013951448,0.312576588,20.01179318,0,0,0.597287952,0.182488394,2.267856002,6.100416937,0,0,175.7958602,-1.698441074,0,0,0.113107133,0,0,0.563651407,0.599432954,1.631908404,1660.411081,2.278743934,6.319876581,0,-1.745290698,1.262442557,0,76.61461473,0,1.82837511,0,1.557344504,1.933388889,2.732457738,0,-1.296542112,429.4539947,0.888869825,2.630851582,0.01947968,0,0,0,0,0,0,0,0,0,2,1.18
0,0.02962062,4.01E-07,0.209924207,6.679492254,0.449832465,14.9044032,0,0,0.370125277,-1.289892123,2.578375268,5.909571701,0,0,213.0424044,0,0,0,-0.009832793,0,0,2.874394997,0.708086667,0.00979772,7.872279574,0.454088565,5.969827227,0,-2.238318022,2.996125472,0,52.13127209,0,1.720087828,0,0.965291543,1.93947619,0.095534269,0,-0.063391086,343.9107777,-5.9903421,-5.854961011,0.039959457,0,0,0,0,0,0,0,0,0,2,1.11
-1.600413749,0.033371802,-1.546837014,0.236936185,6.217307114,0.535351936,14.28393217,1.601529774,0.508463728,0.476998155,3.714063992,2.072112556,4.967349559,3.088473874,10408.8188,106.4555695,4.376003963,-0.847651192,1.9827,-0.033597941,-157.9400925,0.023694301,1.121417555,0.871959723,-0.972762438,1263.276982,3.840870565,0.976196929,-5.903248128,0.652900766,1.031658312,-2.770594847,13.22591121,3.359563592,1.958090495,-188.9667845,3.027391191,1.745140625,2.402143188,3.301056277,-1.28045115,974.1934449,0.355134559,2.992352999,0.015153126,0,0,0,7.109797541,4.736862954,9.23,0,1,0,0,-1.18
0.267193632,0.032605247,0.984495568,0.266446282,6.679599029,0.239505147,16.37506683,0,0,0.083029656,1.707843831,2.145953986,5.30907546,0,0,191.708395,2.583617835,0,0,0.191039035,0,0,1.836281076,0.659549549,1.092034663,2177.982664,2.338562535,5.299835704,0,-0.288223649,1.865242848,0,78.92200707,0,1.839399632,0,2.010976845,1.269369048,1.904541372,0,1.150596869,370.0902896,-1.874999705,-3.148593849,0.047929011,0,0,0,0,0,0,0,0,0,1,0.84
-2.586414289,0.004424727,-1.152102742,0.447630744,6.465179412,0.235806608,5.953873259,2.127085806,1.174852471,0.904863417,0.538903962,1.932702536,3.839058264,3.378002038,11645.22777,158.643121,0.040495538,-0.900153452,2.09475,-2.418390337,-358.2919334,3.475307527,1.24700044,0.359246161,-1.426907401,2182.2151,-0.545006558,3.927180643,-16.35040297,3.049938934,1.104873723,-2.675569912,48.5061304,-0.183295792,1.720333814,-463.2237978,1.285924331,1.320864909,1.401488638,1.654905743,-1.684332929,149.7484449,3.702603195,7.825548994,0.01107086,0,9.519601,0,0,0,0,0,0,0,0,2.27
-2.604999066,0.003497563,0.087259305,0.669169701,6.259292925,0.261449168,9.614814573,4.653822574,0.640911754,1.086515776,1.647631072,2.283774625,3.874125936,6.620685374,13122.17804,181.1056305,1.217609467,0.764915541,4.1496,-0.667058106,-31.67375701,-0.095600093,2.512225212,0.398070247,0.042001525,1756.278195,3.040334998,3.638955098,-10.45856962,-1.802602853,1.246873441,-2.718762745,38.59354999,-1.736012681,1.729598034,-46.6778576,1.082853703,1.09725,6.69E-05,2.892158136,-1.298242824,208.4397386,1.113346896,-2.031210526,0.037855403,0,8.073872301,0,0,0,0,0,0,0,0,-5.4
-0.735702292,0.264777668,-0.773719363,0.14136249,6.475956479,0.154897444,4.514912108,1.845689671,0.59002962,0.304631356,0.120982796,1.70897203,3.536728803,2.718180504,8870.733573,93.10615186,-6,0.633839612,1.928,0.062825502,-163.5353747,0.097700159,0.721535743,0.244047451,-1.46420005,801.2717895,3.827793572,2.792756269,-19.47499533,-3.172983463,1.275425598,-1.925258992,28.32951382,0,1.766078286,-187.4024525,0.970687747,1.196666667,2.628819296,3.480781809,0.85217817,737.7110925,-3.331351392,-3.299368079,0.03607291,0,0,0,13.21376393,0,9.23,0,1,0,0,-5.1
0.301768331,0.508250582,-0.67554638,0.148903522,6.669807357,0.118759536,4.632578721,1.963041417,0.363325434,0.243964439,-0.390310936,1.762772464,3.015191085,3.232907533,7377.827947,73.8460366,-6,0.376641177,2.26,-0.522070078,-142.3777497,-2.420545936,0.059540985,0.218018104,-2.204972178,1337.012704,1.893782886,1.692169432,-19.07178279,-3.331104225,0.817657197,0.002476656,9.743948746,0,2.026448061,-164.234153,0.913423165,1.13,5.230287179,4.378405189,0.570940207,992.4407067,-3.333321324,-3.296396236,0.039858771,0,0,0,21.01253739,0,18.46,0,2,0,0,-4.9
0.146909355,0.082702128,0.282475229,0.222355264,7.141494414,0.387620722,21.45115335,0,0,0.504713818,1.845010073,2.506049186,5.79818301,0,3.64E-12,186.1555692,-1.712045383,0,0,-0.600077081,0,0,0.5119001,0.547953853,-0.021740864,2647.197519,-0.48367202,6.056868958,0,-0.450816177,1.352806701,0,152.2038879,0.380256264,1.85576836,0,4.04293837,2.561650794,3.50337064,0,0.231844131,571.1050617,0.768756285,-0.569343829,0.073122642,0,0,0,0,0,0,0,0,0,4,4.95
0.278491319,0.060794387,0.31431688,0.233387123,7.095786263,0.363559408,24.89064611,0,0,0.714647422,3.172188042,2.422220958,5.411755079,0,1.09E-11,182.259996,-2.238459952,0,0,-0.46538368,0,0,0.711207517,0.480926483,0.106089143,1010.579327,1.741151229,5.630383742,0,-0.947482707,1.222291367,0,112.8207537,1.371089933,1.866263677,0,3.03635067,3.486455966,3.306957104,0,0.233607892,615.0669764,0.954687048,-1.091425608,0.070418691,0,0,0,0,0,0,0,0,0,4,4.27
-1.068847576,0.035895909,-0.712406487,0.412922072,6.403579985,0.503320527,14.55022622,1.689898383,0.531634163,0.361880132,3.477286283,2.203398451,5.494474229,2.880056084,11131.79921,103.0784728,1.51646514,-0.935546943,2.05059375,1.152630444,-287.1863547,1.671346846,0.27662473,0.505203256,-0.743036434,2167.46556,3.703093262,1.544024744,-7.710021175,-0.468435699,1.175042122,-2.555642493,45.64259643,6.117331849,1.976549631,-370.7449118,1.807770292,1.833543945,2.973880605,3.126179039,-0.879292784,1097.981876,-0.800524718,-1.155431765,0.005577859,0,0,0,14.21959508,9.473725908,18.46,0,2,0,0,-2.11
-2.07848573,0.080964646,1.825004283,0.152681444,7.065795554,0.229439667,14.3939961,5.00102729,1.468938024,0.789435157,3.318087786,2.176045159,5.648691618,4.051612109,8761.521855,133.8227774,-1.253756176,-0.96188172,2.93325,1.583864425,-349.3128999,6.940912145,0.43919192,0.533343535,1.252942991,1442.805518,5.326207501,5.733240987,-12.22735932,-0.692059613,1.005877954,-3.582577651,91.32108307,1.559415628,1.817017638,-457.543651,2.351338551,2.304283333,7.235640289,4.110866154,0.458305979,544.9568027,1.452405332,3.72240496,0.025771804,0,0,4.899909731,13.08951281,0,3.24,2.61375,1,1,2,13.36
-2.135429438,0.08009441,1.125552649,0.129320538,7.10557172,0.234020386,14.43720536,5.016248479,1.434290098,0.513671996,3.126821489,2.185396356,5.29561243,4.029241124,8589.467468,128.656598,-1.278074947,-0.777188043,2.883375,1.299960519,-319.1157111,6.875235392,0.565947166,0.557160141,1.318925813,2173.821845,5.06053519,4.86364728,-10.50442006,-0.618128625,1.592957572,-3.356992992,96.49206324,1.21018814,1.822129083,-414.7181807,2.406710901,2.256288636,7.141125895,4.258289281,0.364404999,553.1044618,0.156795762,2.440550056,0.02356873,0,0,4.899909731,13.08951281,0,3.24,2.59375,1,1,2,15.06
-1.924269651,0.153294814,1.451600582,0.18793045,7.227415931,0.283192162,14.40587902,4.917591333,1.308724482,0.599576965,2.559522921,2.220564551,5.579396747,3.918977606,10469.86221,112.2106187,-1.207291777,-1.268244612,2.586427914,1.182559616,-317.9214892,6.816994699,0.541845902,0.801824924,1.248014023,1662.983603,4.577181193,5.326167923,-10.95843169,-0.785148542,0.843088262,-2.439829415,126.5856886,4.716872219,1.876038744,-418.4961894,2.204312142,2.245720455,3.815384837,4.488324189,-0.024248794,713.8804219,-0.81122152,1.436075175,0.028664058,0,0,4.899909731,26.30327674,0,12.47,2.46875,2,1,2,13.41
-1.522806651,0.173564017,0.602901994,0.251112513,7.095896242,0.310435545,11.97878738,4.59372258,1.112777901,0.57373553,0.930385288,2.167742544,4.134162577,4.098965196,9889.991775,109.4866704,-1.774879384,-0.275786072,2.607587881,0.466399524,-273.6689444,3.121164644,0.788888972,0.59802868,0.57519879,1800.004039,4.136543783,3.961169424,-15.06915837,1.060176873,1.14767994,-1.933560485,88.31804309,2.241932754,1.891773116,-343.8443182,1.471728308,1.715071429,1.65830348,4.492994307,-0.915342941,702.277598,-0.583783921,-1.473833633,0.022174858,0,0,4.899909731,26.30327674,0,12.47,2.267361111,2,1,1,12.26
-1.522806651,0.173564017,1.170751949,0.274461072,7.095896242,0.310435545,12.05551799,4.59372258,1.112777901,0.463703056,0.930385288,2.198722776,5.262942538,4.114939696,9889.991775,109.4866704,-1.774879384,-0.275786072,2.607587881,1.011445383,-263.9403346,5.185866678,0.775097621,0.59802868,0.563525667,2632.71731,4.136543783,5.372788236,-14.7311459,0.625652984,1.437158334,-1.933560485,63.3752229,7.704054609,1.891773116,-332.1144285,2.616191221,1.715071429,3.555683847,4.492994307,-0.449780644,707.6877165,0.453066823,-0.998212777,0.021244353,0,0,4.899909731,26.30327674,0,12.47,2.267361111,2,1,1,12.06
-1.234033166,0.154877605,1.018377251,0.255923074,7.182863241,0.287218852,11.9704527,5.877453597,1.185065429,0.49174254,1.596154001,2.2160614,5.101119017,5.066950075,10335.78119,106.1707039,-1.014786021,-0.113528972,3.086483794,1.001715313,-411.5651392,4.178270171,0.176236632,0.719845872,1.29770651,1982.643178,4.348393729,4.723847482,-14.43943609,-0.978559967,0.947379892,-1.971262671,125.4130617,13.52591966,1.954060228,-548.6415692,2.28317984,2.176016667,2.160252071,4.541168738,0.74076552,712.9342749,-0.255659061,1.906756912,0.033828833,0,0,9.799819462,46.44046154,0,15.71,4.81988733,3,2,0,12.03
-1.327106976,0.18452231,-0.547050364,0.799044808,6.966040125,0.40609927,26.61449154,5.259368485,1.615374922,0.714447291,-1.218820026,2.448587577,3.999778702,6.565848698,16033.65963,180.5850591,2.318278282,-1.477804439,3.086578233,1.56323801,-443.4198022,3.869024373,0.722285074,0.856792529,0.83059252,1944.915125,0.967156939,2.176043601,-23.30765447,-1.245818613,0.53290732,-1.554820754,31.31456452,-0.647268998,1.68003463,-498.9770353,0.778576604,1.241316667,3.257511461,8.629287498,-0.310598578,964.5204883,1.25702823,-0.864613185,0.046634621,0,13.91174703,0,0,0,36.4,2.94367284,2,2,0,8.97
0,0,2.201228216,0.307471047,6.09382321,0.289719943,14.11924143,2.958757447,1.949218232,0.586818779,0.261320196,2.114605787,6.585441445,2.92686655,6609.851173,115.6429729,-0.636061531,-1.949706903,2.4215625,2.395586526,0.277148062,16.16864508,0,1.012826549,2.591324074,2138.369482,-0.130581828,0,-0.694863185,5.120563623,1.728358021,-4.326219544,0,9.90811235,1.95265849,-0.8801444,1.9410371,3.915713542,1.023977218,3.916049307,2.993324187,883.5378786,4.292092557,8.183321306,0.014499616,0,23.83520778,0,0,15.91361969,0,0,0,0,0,14.33
0,0,1.403434921,0.333569304,6.229043699,0.307279193,15.3077267,3.154355308,1.389090097,0.506784378,0.037542539,2.181413285,7.974334998,2.940796517,6766.593824,129.4514512,0.833534398,0.170112168,1.848995579,0.269940918,20.31181849,18.11603234,0,0.86617439,1.869596719,3735.961457,2.759582076,0,0.191369385,-1.01513389,1.541962308,-1.032902547,0,11.42795946,1.97131291,32.67108242,2.696129288,3.65086891,2.475557229,3.930422448,3.50563095,1726.559526,-1.564315164,-1.884213293,0.011373182,0,58.63802745,0,0,15.91361969,0,0,0,0,0,12.58
-1.145074898,0.690013228,1.24323748,0.656533271,6.746965746,0.256502965,15.1948262,4.576955177,1.005031322,0.448161271,3.349220826,2.188550359,4.98051868,5.764811146,26326.3181,115.1267974,1.130573562,-0.380380628,2.57410563,0.700678369,-391.8411721,3.259083138,1.007743411,0.31460661,0.845995135,2894.390153,1.42430453,4.710321703,-12.47541376,-0.243130761,0.083339492,-2.153161467,74.06849016,7.735773051,1.843054104,-556.6037939,0.659155946,1.381804687,4.191781425,5.373315351,-1.760475811,996.1282496,1.026775844,-0.435371779,0.031648979,0,8.317393253,0,6.606881965,0,18.46,0,2,0,0,10.32
-2.418642629,0.491989771,-0.440221617,0.467137691,6.834942839,0.319094714,24.34052345,5.775920427,0.99257219,0.397355961,1.357055464,2.138975263,5.074292133,4.663801754,13521.26521,126.5229695,-0.526360809,-1.410459603,3.992680745,2.082621342,-303.766289,4.486083879,0.001683341,0.529125165,1.248627258,1720.371989,-4.413778028,2.672036817,-4.429364092,2.245943225,1.208798729,-4.032804888,78.87056392,27.39813917,1.915971458,-417.6343623,0.890200044,1.32309375,2.803221541,8.421682902,-1.000309026,1279.513168,4.163319077,0.807394589,0.016635391,0,28.59611965,0,0,15.91361969,23.79,0,1,1,0,12.29
-3.760739102,0.358187122,-0.22951561,0.338907029,6.652206967,0.299080211,20.78811511,6.249543206,0.851500158,0.81585695,-1.689363028,2.142774001,6.079659453,4.49617823,19608.44674,114.9983403,-0.202225709,-0.032997165,4.113163629,-1.2062025,-421.8539444,8.885421839,0.001597179,0.48853962,0.752111462,2462.021052,-2.868080239,4.268163419,-4.732146064,3.766085999,1.455890688,-4.832661087,31.75513933,16.33583692,1.944465654,-593.7509316,1.77740384,3.039548549,3.619516707,6.131829396,-1.182627123,1171.914312,1.076160877,5.012652266,0.0258407,4.794537184,34.3793646,0,0,15.91361969,17.07,13.35247638,1,0,0,9.54
-1.038882209,0.57547559,1.143146565,0.24174379,7.338660738,0.207348297,14.05324909,9.071704166,0.78266096,0.308637336,1.08236644,2.29034854,5.577112367,4.966403841,9142.437655,112.1080579,-1.280810967,-0.488224452,3.065065794,0.798241747,-345.3935298,-2.185173555,0.167813969,1.573147314,1.164803173,2140.933968,-3.934128449,3.458471139,-13.2037767,0.084079461,2.010563268,-0.528178653,65.75242463,-1.230810828,1.836600213,-411.0170842,3.621907551,2.916828125,1.857922318,9.495668201,2.436282766,1032.147716,0.684863031,0.066982554,0.044265599,4.992404733,16.92953672,4.899909731,25.38712282,0,15.6,6.746342593,2,2,0,13
-2.247981096,0.442694308,0.673760717,0.367296511,6.841336805,0.419318146,17.16043314,9.576244442,1.253001504,0.500690737,3.553880209,2.376211012,6.455448323,4.692843939,12148.48491,111.9505818,-1.521536605,-0.48479518,3.534968524,-0.316780741,-744.1091401,1.341052088,0.245652529,0.905079271,0.309515975,869.8552408,4.336067371,4.248666083,-9.102931506,1.735663582,1.683004906,-1.878554263,88.49731098,4.569117235,1.931747186,-987.1330858,1.081777272,2.918614583,3.537477926,7.638476517,1.626484296,1085.059888,7.4466275,-0.252473876,0.050354784,4.992404733,22.61692299,0,11.44466614,4.899909731,15.6,8.874831297,2,2,0,14.96
-2.428897978,0.470918569,0.157358673,0.366407687,6.76010897,0.356150425,17.25334796,9.184460577,1.463809241,0.449982715,3.823235093,2.211621988,6.120172804,4.494362707,12181.6281,111.0585079,-1.486205514,-0.823086956,3.503496451,0.164976744,-803.5973612,3.996509527,0.141938609,0.624594502,1.175002063,1663.328408,4.533363991,3.10729842,-7.608798254,-1.492553259,0.873150773,-1.971816909,151.7323234,4.236452791,1.94509535,-1054.611732,1.146678005,4.099466536,3.870840055,7.169904035,2.457331651,1071.69047,10.19060305,1.0123816,0.041278899,4.992404733,22.61692299,0,11.44466614,4.899909731,15.6,8.917781347,2,2,0,15.3
