S_Q_AB_nCi_2_NS7_C_KA_c_MAS,MX_B_AB_nCi_2_SS6_C_SRW_c-p_MAS,S_TrB_AB_nCi_3_M26(M8)_SS4_T_KA_m-r_MID,VC_TrC_AB_nCi_3_M26(M5)_NS5_T_KA_h_MID,P3_F_AB_nCi_2_NS1_H_T_NSRW_e_MAS,SD_F_BB_Ci(2.0;-2.0)_2_SS1_H_T_KA_e_MAS,Q3_B_AB_nCi_2_NS3_T_LGP[1]_h-s_MAS,SD_Q_AB_Ci(2.0;-2.0)_2_SS2_H_n_X_LGP[2-4]_p_MAS,VC_B_AB_nCi_2_NS7_X_NSRW_r-m_MAS,VC_TrQB_AB_nCi_3_M22(M16)_SS1_T_LG3L[2-3]_LGL[2-3]_m-p_MID,S_Q_BB_Ci(2.0;-2.0)_2_MP1_H_T_KA_c_MAS,Q2_B_AB_nCi_2_NS1_T_NSRW_h-s_MAS,MX_TrB_AB_nCi_3_M20(M8)_SS6_T_KA_m-r_MID,MX_B_AB_nCi_2_SS1_n_X_LGP[1-3]_p-h_MAS,ES_RA_TrC_AB_nCi_3_M27_SS0_T_KA_v_MID,N1_Q_AB_nCi_2_MP7_H_n_T_LGP[1]_v_MAS,TS[1]_K_TrC_AB_nCi_3_M27_NS0_T_KA_p_MID,S_B_AB_nCi_2_NS3_X_KA_e-c_MAS,P3_F_AB_nCi_2_SS2_X_SRW_p_MAS,S_TrB_AB_nCi_3_M27_SS1_T_KA_r-p_MID,MN_Tr_AB_nCi_3_M20(M8)_NS1_X_KA_a-e-v_MID,K_TrQB_AB_nCi_3_M26(M8)_NS5_X_KA_r-p_MID,I50_TrC_AB_nCi_3_M20(M5)_NS7_C_KA_h_MID,RA_TrB_AB_nCi_3_M21(M1)_MP0_T_KA_r-p_MID,S_TrQB_AB_nCi_3_M22(M1)_SS1_T_LG3L[1-2]_LGL[1-2]_r-p_MID,AC[1]_I50_TrB_AB_nCi_3_M20(M15)_SS5_T_KA_e-v_MID,S_Q_AB_Ci(2.0;-2.0)_2_SS1_H_n_T_KA_c_MAS,MX_TrB_AB_nCi_3_M26(M8)_SS7_C_KA_m-r_MID,MN_Tr_AB_nCi_3_M19(M11)_SS1_X_KA_a-e-v_MID,K_Tr_AB_nCi_3_M22(M5)_SS5_T_KA_a-e-v_MID,MN_TrB_AB_nCi_3_M25(M15)_SS6_T_KA_m-r_MID,S_B_AB_nCi_2_NS5_X_NSRW_c-m_MAS,MX_TrQB_AB_nCi_3_M26(M1)_SS7_C_KA_r-p_MID,GV[3]_K_Tr_AB_nCi_3_M25(M13)_SS6_T_KA_m-a-c_MID,P3_F_AB_nCi_2_SS2_H_T_NSRW_e_MAS,MN_Tr_AB_nCi_3_M26(M8)_NS1_X_KA_a-e-v_MID,RA_TrF_AB_nCi_3_M21(M11)_SS3_T_LG3L[2-3]_LGL[2-3]_p_MID,MN_F_AB_nCi_2_SS2_T_LGP[1;2;6]_p_MAS,I50_TrF_AB_nCi_3_M21(M5)_NS7_T_LGA[0.0-1.0]_h_MID,SD_F_AB_nCi_2_NS2_X_KA_e_MAS,S_TrQB_AB_nCi_3_M26(M14)_SS1_T_KA_r-p_MID,N3_B_AB_nCi_2_NS4_n_T_KA_e-h_MAS,IB_K_Tr_AB_nCi_3_M28_NS2_T_KA_a-v-p_MID,K_TrQB_AB_nCi_3_M21(M5)_SS1_T_KA_r-p_MID,I50_TrF_AB_nCi_3_M27_MP1_T_KA_p_MID,PEOE_VSA2,SMR_VSA10,SMR_VSA3,SMR_VSA6,SlogP_VSA1,TPSA,VSA_EState2,NOCount,fr_NH0,fr_allylic_oxid,Target
-1.003970583,0.551547911,0.777926352,0.250931454,7.451104675,0.213499298,23.14428328,9.334247553,0.682657293,0.357413511,0.855830948,2.360448559,5.140168827,4.955063574,8759.208425,114.2460885,-0.817617739,-0.409692123,2.98294386,0.232258716,-290.5830972,-2.256212,0.267607625,1.752172356,1.211442124,1571.442657,-3.684809402,2.821048179,-12.97500728,-0.010279087,1.216332328,-0.539885808,82.40470226,0.727493058,1.853945065,-347.4763784,3.012610276,2.856826705,1.236648129,10.37652939,2.669377921,1070.886181,-0.189168657,0.386947567,0.034828419,4.992404733,16.92953672,4.899909731,25.38712282,0,15.6,6.655092593,2,2,0,12.98
-1.309638384,0.468076408,1.426354342,0.290348808,7.089434842,0.292540706,18.19859418,9.205761543,0.843730615,0.455631835,1.079237117,2.27767278,8.794138315,5.017372045,10603.55426,113.921421,-1.658416682,-0.255829533,3.11568593,-0.101975948,-388.2267301,3.511722647,0.5552877,1.38211402,0.23738046,2186.308622,-4.414077968,2.755008469,-8.756801479,-1.566562499,1.450973948,-1.075757257,106.7297059,11.46172761,1.884223014,-476.107731,3.138011031,2.72804375,1.870792846,8.962226406,0.626910803,1167.235451,4.781428962,-0.92569508,0.066667161,4.992404733,22.61692299,0,17.98942254,4.899909731,15.6,8.184768519,2,2,0,13.86
-2.025873502,0.448220481,1.620608051,0.350472853,6.883427308,0.328124901,17.1191532,9.601864619,1.122819794,0.481899786,2.61848968,2.251660538,8.765264934,4.749407195,11525.36839,111.6579623,-1.318834535,-0.403610012,3.362875243,-0.387719703,-553.3394233,5.029066406,0.273893618,0.87385135,0.844947875,1635.177735,-2.247044924,2.630493707,-7.353804207,-1.524669531,1.140334444,-1.634795912,142.2193127,7.454430986,1.932307203,-703.0138605,2.957779666,3.789077753,2.817725033,8.062536427,0.88494967,1114.431355,7.236785255,-0.456872523,0.052083327,4.992404733,22.61692299,0,11.44466614,4.899909731,15.6,8.609640443,2,2,0,13.45
-0.780114994,0.102893159,-0.372442419,0.252113749,6.942478764,0.363121961,20.37614203,5.694077121,0.778356703,0.417163658,-3.464467802,2.375904398,4.515805202,4.094132055,7319.209051,108.3093682,-0.117792946,-0.896162097,2.316802661,-1.275202506,-167.584123,-0.703703922,0.611323928,1.002717049,-0.138074521,302.4286173,-3.15148287,2.637500034,-11.29490344,-0.171403703,0.780770522,-0.113621358,41.57507427,3.149635681,1.860934163,-214.0630795,2.45308751,2.430325397,2.730792056,6.029417542,-0.472639612,641.6638151,-0.382189359,0.163770445,0.063232431,9.134199296,13.57003083,9.134199296,0,5.723756267,9.86,0,2,2,0,11.88
-1.500922939,0.519666889,-0.676748963,0.245709041,6.744129207,0.425991405,14.13178873,7.331774531,1.045020646,0.370977789,1.973291561,2.095546075,4.997466646,5.299861124,8656.541373,99.10801873,-1.991260392,-0.536156243,3.499576116,1.117233722,-694.1158063,1.09896455,0.553518217,0.368292175,-0.219328709,2046.482859,-4.717369983,2.310290318,-14.27965591,-1.33431793,1.427233906,-1.084764564,51.13971017,-0.078599538,1.974086781,-886.2654839,2.601642061,3.036830078,3.835071867,8.34341641,-0.086983257,916.3645477,3.112076736,0.669855557,0.045547795,0,5.959554569,9.799819462,28.19068793,0,18.84,8.595092593,3,3,0,14.36
-0.477839986,0.609993855,0.686234077,0.185557675,7.189948968,0.334844334,20.93157152,6.976766757,0.698317725,0.652026299,2.086429035,2.409189759,4.979378933,4.677851299,7238.960082,90.41018448,-1.212761423,-0.256636237,2.628025557,-0.194663862,-353.7993695,-1.833156061,0.186189184,0.44215333,-0.134766136,1138.865011,-1.999215042,2.848599682,-18.95569213,-0.366342254,1.360682006,0.515940792,45.06592967,-1.129867714,1.965964113,-422.1305339,1.352447112,2.687233333,3.020208759,9.259681287,-0.220091187,850.1407623,0.033942392,1.087509608,0.054380959,5.409283606,5.959554569,9.799819462,27.18485678,0,30.33,3.861111111,3,2,0,12.46
-1.424812275,0.488631392,0.091869188,0.222988432,6.918809879,0.379843174,14.11967999,7.749884812,1.023279076,0.768452708,1.832256001,2.308762717,5.681282157,4.48492257,8791.140339,99.16771466,-1.673980551,-0.5702322,3.268508354,1.01941978,-570.104706,0.602150199,0.598445206,0.362092138,-0.145300354,1754.782276,-4.832145049,2.475264621,-11.86427682,0.347592953,1.236799032,-1.0990322,59.44297751,-0.529005456,1.971011527,-728.8442841,2.261279628,2.977735286,2.24231544,8.586299199,-0.186026489,915.1448526,-0.269135119,0.150671302,0.025658382,0,5.959554569,9.799819462,27.18485678,0,18.84,9.018703704,3,3,0,14
-0.702179975,0.542289018,0.820334842,0.068938321,7.405253196,0.248937045,14.35013987,7.147085593,0.783105064,0.207683044,0.765474273,2.323900314,4.183984486,3.968288469,7757.837741,95.86616412,-1.335134746,-0.222652465,2.570473127,0.808170728,-408.7092948,-0.281128414,0.39617093,0.343687566,1.733805212,1345.88152,-2.706862086,3.337724239,-16.31624668,0.981812966,1.529972791,-0.35828434,52.75504332,-0.546749264,1.851991092,-496.2235692,2.971285291,2.189715625,2.618505916,9.810083826,-0.014851474,877.581436,0.616411869,3.45411649,0.02092701,4.992404733,5.959554569,10.21669833,26.17902562,5.316788604,27.63,6.631944444,3,2,0,16.15
-0.815571436,0.519369639,0.041368213,0.109901319,7.269564774,0.258563528,14.69321497,8.220212012,0.764190315,0.506478469,1.581912315,2.258042188,4.176143372,4.600038277,8443.248608,93.85352278,-1.242305262,-0.29862833,3.015460939,1.20281297,-540.0687629,-1.794417817,0.374158304,0.365343663,0.781719982,1166.035355,-4.55768257,3.120134724,-17.97735397,-1.352715224,0.858874671,-0.596733914,62.63331559,-0.699306429,1.888074663,-674.6540983,4.056303168,2.321053125,10.09935023,9.277903589,1.426222619,866.8190814,1.308792155,5.51783285,0.040339913,4.992404733,5.959554569,9.799819462,33.22669761,0,18.84,9.163333333,3,3,0,14.43
-0.843416784,0.570170039,0.863396024,0.084523736,7.31760741,0.240440111,14.42791663,7.257631664,0.752027238,0.24403266,1.050844783,2.276851141,3.919730724,4.028219194,8112.586779,96.60116242,-1.401104881,-0.250542433,2.651230001,1.039297211,-456.1995007,-1.811726626,0.471438322,0.313550154,1.82613978,700.9879061,-2.962328195,2.938691704,-16.29124916,-1.586621987,1.038945423,-0.387576135,86.74714455,1.040421567,1.840237361,-555.5718247,2.995867529,2.247071875,6.965386744,9.219111129,-0.283402264,852.5088712,-1.72673687,2.577210627,0.023095338,4.992404733,5.959554569,10.21669833,26.17902562,5.316788604,27.63,6.723194444,3,2,0,16.16
-2.29855894,0.285396674,-0.055452719,0.143785509,6.930360196,0.354346706,20.49372856,4.63703738,0.838764134,1.279086942,0.435786771,2.196309874,5.355540779,3.480887693,7561.361514,108.8713538,-1.159495391,-0.507838653,2.672714551,1.137643297,-322.2983657,1.385851907,0.792787515,0.52416235,-0.193573144,2345.383566,-2.29509134,2.50995374,-7.919475375,-1.508417521,0.875338697,-2.168761692,64.10947638,9.115057637,1.881971962,-386.6126327,2.355014121,2.225907813,4.107325282,7.457876456,-0.359933406,946.718565,-1.30101346,1.196979098,0.029891585,4.992404733,5.835619786,5.316788604,13.08951281,5.316788604,24.39,4.311481481,2,1,0,12.31
0.089013962,0.657189185,0.371940567,0.302911022,7.571911012,0.358052841,19.35640021,5.929902724,0.803670648,0.622204337,-0.506139634,2.632583588,5.108839099,3.399456594,8805.485285,103.1348838,-1.458114362,-0.245540761,2.374016388,0.508797864,-418.0150966,-0.061892535,0.227539838,0.707808669,0.437561175,2702.794576,-2.94911075,3.466482518,-15.62657218,1.635978723,0.757285526,-0.2829408,66.59461883,7.6788663,1.763061858,-501.9047404,2.819903743,1.681375,2.834272849,10.30289518,-0.939169626,1367.63552,-1.033417437,-0.677662144,0.04281162,14.68685165,11.74279952,4.899909731,13.08951281,0,32.67,16.44263889,3,2,0,10.03
-2.546351994,0.273647861,-0.714596146,0.256240536,6.765028825,0.314917003,14.83642792,6.636679897,1.156159683,0.515077738,1.981063457,2.135653954,5.293846426,3.977693936,9824.41675,107.3208816,-1.239931789,-1.105520237,3.37528965,0.259234696,-601.2745346,4.001790403,0.30362657,0.340545491,-0.722554002,1902.764471,-4.240592736,2.312001728,-8.820726588,-1.332685349,1.24823378,-2.551661667,66.34983737,8.104685389,1.959370423,-757.9731151,1.20682623,3.442911916,3.416053313,6.674730075,-0.205692235,948.4713953,-0.484154844,-1.248515559,0.029941248,4.992404733,5.835619786,4.899909731,13.08951281,0,15.6,6.977969104,2,2,0,13.11
-1.782385109,0.12804224,1.195615691,0.184183168,7.145332898,0.302387902,19.90350342,2.886240245,1.077848893,0.729442433,2.721975956,2.301098856,5.709245555,3.382255821,6479.601512,128.8543078,-1.668718823,-0.842426297,2.536,0.211657397,-110.58466,-0.572427925,0.526041016,0.519792337,2.270258897,2434.705373,3.680207512,4.651461448,-11.39141569,-1.779671369,1.699768742,-2.375176864,69.1749998,0,1.764875887,-134.0649246,3.506703957,1.826811111,2.279897013,7.708734981,-1.261357068,781.4804241,-0.055976056,4.993293555,0.016183725,4.992404733,5.711685003,0,6.544756406,0,12.36,4.152777778,1,1,0,13.12
-0.558098898,0.362392717,1.307767315,0.158878616,7.152633005,0.309420758,20.30277447,4.38630471,0.765774912,0.560977509,1.108439943,2.128938201,5.307416864,3.399659588,6572.475903,110.7678028,-1.224067741,-0.473950548,2.319464617,0.84903536,-256.4576691,-2.049003801,0.76175135,0.367876963,1.462090356,2012.008035,-2.079545602,3.694891636,-15.81206564,-0.666371865,1.069174904,-1.418678895,63.12964313,2.690834623,1.773238795,-297.5471149,3.865140177,1.97325,7.170855255,8.345334285,-0.334072894,822.0325053,0.201336905,5.324648219,0.019784961,4.992404733,5.835619786,5.316788604,13.08951281,5.316788604,24.39,4.135416667,2,1,0,15.21
-1.854461135,0.299483404,-0.296122153,0.153696177,6.898971614,0.342635091,20.47345237,4.852880297,0.904351324,0.843065639,1.209063403,2.148216551,4.97081584,3.494734451,7829.950467,108.3883703,-1.130190462,-0.291815246,2.787814314,-0.868588868,-363.4498341,2.404530465,0.994107821,0.511571902,-0.141702681,1148.960265,-2.604989803,3.495165665,-8.727072607,-1.229774,0.942289849,-2.290973674,60.13657108,2.609580378,1.868539949,-442.7719788,2.57604068,2.279922917,4.54953965,7.163244527,0.163355507,922.7251513,0.190109849,-0.191504516,0.028308249,4.992404733,5.835619786,5.316788604,13.08951281,5.316788604,24.39,4.405231481,2,1,0,14.62
-2.593041896,0.139464527,-0.398530244,0.277109375,6.62625526,0.406071826,15.43721098,3.186519994,1.346235637,0.348450788,1.797389116,2.097367752,6.243693765,3.562753489,7558.731372,117.1368336,-0.963416861,-1.742998929,3.0771875,1.285642993,-153.1289563,3.385777229,1.071993117,0.536549639,-0.692800504,2479.014217,3.868086244,5.124885524,-6.324280965,0.020804267,1.411192403,-3.218447298,68.9187572,5.286825293,1.901105064,-204.3698884,3.597173299,1.658102679,4.844066985,5.997101915,-0.627947454,844.5859136,-1.457950073,-0.494762484,0.022094994,4.992404733,5.711685003,0,0,0,12.36,4.311481481,1,1,0,11.13
-1.264035376,0.235855647,0.459926771,0.288402649,7.107697727,0.230308802,14.65687789,3.745144147,0.960441937,0.329816613,3.424169398,2.230845105,4.159128805,4.958810384,6312.773207,99.2836897,-1.849268378,-0.698717858,3.19878847,-0.626536266,-172.5723109,-1.728245964,0.627755617,0.242290448,-0.39165807,712.3891577,2.601354099,2.339576075,-12.30895086,1.203181008,1.119253858,-1.157360231,48.52540697,-2.572425298,1.853696673,-211.1288616,1.967683701,1.537880952,4.664381147,7.006613542,0.850825536,782.9651441,-0.522473602,3.993951179,0.017305199,5.008912524,6.717516156,5.008912524,13.08951281,0,15.6,0,2,2,0,17.9
-2.988900597,0.09392791,-0.197734363,0.15827171,6.81414064,0.30067534,14.06512893,4.628987522,1.418771967,0.671958791,1.940908482,2.141706723,5.018381735,4.169099134,8401.168944,117.2121189,-1.254584892,-0.277774996,3.071223214,0.486738186,-249.9565064,8.073101461,0.979723721,0.445908333,0.30308715,1569.243133,4.79518239,3.635800032,-6.421842504,1.300737216,0.996344107,-3.570072178,60.45715693,3.51276283,1.916594687,-322.8425414,2.285209547,2.467143192,3.259543596,3.679061791,-0.410479265,727.5432169,-0.977172853,-0.893644392,0.024397035,0,6.076020107,4.899909731,13.08951281,0,3.24,2.381944444,1,1,0,12.26
-1.694630487,0.011440254,-0.23554854,0.146477773,6.105265991,0.366414151,13.8721332,1.562857672,0.740785942,0.591703475,-1.879518431,2.058917165,5.830040968,2.378100504,6623.032764,114.0177302,-1.365656587,-1.086331501,1.7645,0.363746249,-49.39587873,1.767853282,0.490573372,0.589552493,0.102760013,2588.432402,3.633464841,1.240932356,-5.241876293,-1.763240511,1.20898512,-2.56819258,30.34090641,4.131166657,1.993319764,-62.99195357,2.031460309,2.799689773,4.451530247,5.495786636,-0.542742138,944.6694961,-2.517748018,-2.313799036,0.017642785,4.983978521,0,4.983978521,0,0,12.89,3.884259259,1,1,0,10.9
-1.008798169,0.031263511,1.569631505,0.268565041,6.531913825,0.580808289,17.69979931,3.473247644,1.877207799,0.678067624,2.358929153,2.213514974,8.45128794,2.561643391,18589.73742,96.88375963,-0.581436519,0.193861737,2.498841875,1.148586526,-987.6874415,12.83437896,0.187958124,0.842789394,1.637588625,2324.19801,2.576736789,1.384696209,-8.989840874,-0.413771268,1.010435741,-1.51841322,42.78641344,8.51276597,1.927274156,-1412.627529,1.133822629,2.308794471,2.982951506,4.121317266,2.126611113,1174.481875,2.881749003,5.704411565,0.024821404,0,23.83520778,0,42.65878525,44.33479741,55.38,0,6,0,0,15.19
-0.484168311,0.010721445,1.021310983,0.381573405,6.273874913,0.441642262,15.84886372,3.015989932,2.342267052,0.621124629,-1.254024858,2.256898603,7.462188381,2.884363687,7143.54259,110.453745,-0.367362277,-3.45192296,2.6709375,1.374854391,-58.76439506,20.89886564,0.160355613,1.006589776,1.155306283,2669.397137,0.864260117,1.484401664,-2.495748116,-0.042353795,1.237120218,-2.718065533,38.10368899,21.47140451,1.952409104,-83.05388449,2.588291955,3.275901847,3.168282193,3.455641583,2.549495475,916.0864928,1.198451631,7.142567416,0.01845429,0,23.83520778,0,0,15.91361969,0,0,0,0,0,14.88
-1.936875988,0.448515038,-1.630294807,0.521776818,7.755563208,0.34581541,28.36902542,1.781179431,0.77523423,0.506100012,0.239028126,2.495680632,4.636555993,7.127546887,5791.334063,136.6126432,0.44381675,-0.102814569,3.190646053,0.255822809,-641.7974755,1.911246724,0.959016273,1.102023622,-0.25881447,1281.311062,-2.81469842,2.55615985,-11.55221049,0.745632276,0.099753302,-1.474543433,30.43032534,4.161599545,1.821206515,-733.6248879,2.392034201,1.152562981,2.404019738,10.06043264,-1.028361456,1603.533721,-1.805618715,-0.4527409,0.042369645,0,6.21460058,0,0,0,60.19,2.853514267,3,3,0,7.66
-2.169862471,0.241052057,0.642810915,0.604743463,7.165779625,0.351759404,25.68605887,1.781371517,0.289537801,0.913846786,0.173765051,2.365874382,10.45210839,7.310340251,12577.43083,146.1822776,2.480022663,-1.403185766,3.006463099,1.023974144,-464.0063894,4.048063528,0.167998816,2.274911296,0.37386265,2325.779465,1.949868378,1.499524473,-12.86422391,1.245806415,0.10445616,-2.268045718,63.47910351,-0.109174047,1.903900952,-530.2180377,2.37872595,1.179315385,3.903504625,8.299108721,-0.663590816,1467.437963,1.302023306,-1.218555656,0.0321067,0,22.14454448,0,0,0,36.4,2.895287226,2,2,0,8.87
-1.732050808,0,0.184249533,0.179596285,5.809072207,0.03086067,3.087801119,0.968003513,0.5,0.028022346,1.4401646,1.543762748,8.322253094,3.434687603,6620.10357,169.5111965,0,-1.732050808,2.128,2.449489743,-104.6065527,0,0.147151983,0.475253333,-2.00E-15,3781.952219,1.698430609,4.170964539,-25.927788,0,8.886304806,1.732050808,3.04457363,0,1.689393048,-109.3145904,0,0,0,2.404163056,-1.712323256,698.8980257,0,0,0,0,14.95677838,0,0,0,0,0,0,0,0,12.6
1.671196213,0,-0.928498344,0.199507105,6.568707021,0.245378692,8.305479316,5.571606625,0.939647831,0.579087723,-2.051458141,2.007422729,3.006953351,7.271024221,7540.081387,117.173854,-2.604924413,1.155586458,2.683179175,-1.246094428,-708.5796774,-1.68367474,0.154708386,0.644015131,-0.581845762,957.3174203,-3.757121982,2.638053941,-29.25872232,1.209414825,0.315266532,-1.212891625,51.39298393,8.418750395,2.024629339,-812.0612615,1.609511354,1.718571429,1.869636952,5.229186464,0.198089829,212.7543533,3.982941074,1.029300543,0.043168988,0,7.981198983,0,19.63426922,0,0,0,1,1,0,8.9
0,0,1.360009322,0.284987728,7.65626417,0.322561992,20.28939998,3.59005118,0.643289236,0.213560233,-0.48329615,2.881692438,11.0315061,3.641762174,2038.174591,191.9070414,-0.612244898,1.270804441,2.356666667,2.090472507,-13.64453951,2.144386662,0,1.898968233,-0.40206307,2221.561675,2.44459259,0,-4.141109807,0.448045047,1.423926144,-1.800106557,0,0,1.672277793,-17.13216809,2.61113792,2.418680556,1.555623796,3.605655558,-0.015690815,903.5039317,-3.326544339,2.364727782,0.032491289,0,11.33678588,0,0,0,0,0,0,0,0,-1.01
-2.05827988,0.003679479,0.760235467,0.490251819,6.930376186,0.377865292,21.22521575,7.544483515,0.919727963,0.857794407,-0.548500142,2.35144474,6.992291411,7.794989719,14091.44093,184.7465437,-1.892565545,-0.330824767,3.492591407,-0.068748936,-59.73103721,5.576028884,0.161665192,1.902262349,0.412686429,1692.600602,2.966637955,1.565222837,-4.214414852,1.393446162,0.945953654,-2.646088924,13.72976202,-1.042739512,1.687668915,-80.95143155,0.502031063,2.380958333,2.765563054,4.475074022,0.672221216,884.2453587,-0.147539204,-1.986621406,0.089874668,0,23.91107953,0,0,4.500421348,0,0,0,0,0,-0.8
-1.602656252,0.120113971,0.847336923,0.101375724,6.479804404,0.212242267,6.583126733,4.361524498,0.923259807,0.640897438,1.897251558,1.936651093,4.498924122,4.439366863,7368.672214,102.2479209,-3.333333333,0.605028147,2.941,0.852765796,-271.2149225,2.064556541,0.287159123,0.322536101,0.419343526,2976.885737,4.528406375,3.06409296,-18.84601273,-1.556383731,1.130008517,-2.674038424,48.61252689,2.390072887,1.828179667,-330.1744919,1.042179991,1.759916667,0,4.319886295,0.570654921,370.0114413,-0.114851372,-0.392008164,0.048659633,0,0,4.899909731,19.63426922,0,3.24,2.375,1,1,0,17.3
-1.379511629,0.349006099,0.966917603,0.332447025,7.140891593,0.304641807,20.66270584,5.885644821,0.760259291,0.32108489,0.349318723,2.203856638,7.791690263,4.28787516,8039.03383,137.251796,-1.079224334,-0.621490873,2.778555216,-0.981944418,-67.45014384,-2.7239312,0.497106077,2.179982929,0.694310482,1772.049169,-1.600286046,3.79071456,-8.700793155,-1.7696566,3.658278725,-1.681716524,75.79176482,0,1.710970288,-84.23904265,4.041826423,2.452777778,4.891121175,8.967013477,2.005312531,1068.714634,0.669555396,-1.050066411,0.050097721,4.992404733,16.80560194,0,12.29761001,0,12.36,4.115740741,1,1,0,10.2
-1.217575922,0.014998206,2.476488152,0.616051619,6.251398087,0.385872721,13.62960252,9.200235673,0.722518182,0.745635567,1.367627552,2.130691578,6.32971927,5.912885363,17956.59441,197.2267111,-0.87718705,-1.973245686,3.213818767,0.932585588,-118.5272585,-0.249802892,0.034998808,0.432436145,2.611095766,3351.012039,1.581127669,5.892655028,-5.205373222,0.58123693,0.318934516,0.148356456,106.4129511,-0.782758441,1.703436099,-188.8186865,1.229359528,2.348369048,1.493947547,6.702881649,-0.54405018,439.4643312,0.155901004,3.808053768,0.043810844,0,29.40061994,0,0,0,0,0,0,0,1,-0.31
0,0,-0.032054127,0.307468649,6.133389863,0.282880538,14.00678336,3.384254193,0.499142402,0.487483116,0.057879338,2.112734772,5.807927028,3.438203769,15872.09,116.0829577,-0.636061531,1.963846464,2.4215625,1.09482754,-258.2881543,6.411394133,0,0.447369431,-1.542917863,3203.968702,-0.172425971,0,-5.144158232,1.438320077,1.448410782,4.288615726,0,12.27080127,1.971135072,-348.1541441,2.6574622,3.915713542,3.492706289,3.739981192,-2.316514916,800.8714177,1.851903619,0.800768217,0.014280748,0,24.35691359,0,0,15.56017694,0,0,0,0,0,2.65
1.412692014,0.076892182,0.068510238,0.821521905,6.605093896,0.308571296,13.57847484,4.48337253,0.735445937,0.748815447,-1.282666423,2.289074746,5.421689739,8.860584278,13095.64034,192.3108852,1.596658471,-0.665322091,4.185845446,0.512826838,-51.29533595,1.949064102,3.816203866,0.93750345,1.220698432,2104.663633,3.608096174,5.407896067,-7.243553223,-1.91435142,1.642125313,0.145464226,64.27842664,2.561544464,1.678501383,-65.58136855,1.204152675,1.0422,1.63942731,3.165615624,0.986276284,1412.266567,0.115150701,-1.872701849,0.053918248,0,18.46262804,0,0,0,0,0,0,0,1,-0.57
-1.620676286,0.040229209,1.158119945,0.711110645,6.51513966,0.325267294,14.10210191,6.129863681,0.804719542,0.728002394,-0.96309255,2.353728709,5.165347016,5.984975574,14390.10559,179.148685,1.227369032,2.251005598,3.44425,0.462216424,-33.51752493,1.344894267,1.392547952,0.516671845,1.430052361,2127.11305,0.487584497,5.267031781,-6.903383885,-0.968033696,1.374907088,1.58220784,65.10061027,7.770987535,1.869565108,-50.04254586,1.52581448,0.888104167,1.314602014,3.712778235,-1.757870829,313.6842698,3.937610083,-1.313105093,0.038170087,0,8.073872301,0,0,0,0,0,0,0,1,1.8
-3.216479355,0.007550627,0.879296435,0.461985269,6.860808545,0.312066068,15.98890529,6.92114701,1.234111357,1.566933787,1.452362754,2.099495114,4.806342154,4.760730391,27925.01189,149.3407458,-0.886955727,-0.136273924,2.883359921,-0.840644146,-409.8507477,8.762600315,1.469342919,0.286457794,0.209435551,1236.83998,6.648122844,3.836023982,-11.17936319,1.459299386,1.165751416,-3.465085714,58.96530138,6.831167638,1.717288495,-574.4667467,0.810451472,1.4338125,3.768244043,4.690874889,0.329267261,826.195897,1.516467211,-0.894963652,0.027830986,0,13.45739387,0,0,5.383521573,13.14,0,1,0,0,2.37
-3.454099241,0,1.256586354,0.368180415,6.366632619,0.327331185,14.98506372,5.870794575,0.619078835,0.508867909,2.950620311,2.130100988,6.959070879,4.372130497,11638.30504,117.7799864,-0.565184757,1.865262775,3.367642857,1.575778222,-382.7240232,8.238295197,5.52E-04,0.442748494,-1.051433961,2195.699352,-5.222974561,5.262138796,-5.603291868,1.352579145,1.534593669,4.237451711,80.84285728,5.181605672,1.914908329,-523.3569752,1.02071937,1.205427827,3.092241019,4.239700354,-0.40266572,808.4240589,-1.485490165,1.519280885,0.015815258,0,26.45388888,0,0,13.18783406,0,0,0,0,1,1.2
0.5651599,0.184479637,0.319476786,0.351575689,7.005815685,0.286650191,18.51565305,3.718620069,0.799039411,0.433839707,-0.64878938,2.553421302,5.783769109,5.58281404,19279.88683,97.12557196,-0.917171288,0.120963784,2.482055389,0.392518655,-294.5595662,-1.18335645,0.094350877,0.562630153,0.548216766,1804.486616,1.195012068,4.282232054,-7.070526793,-0.798164414,0.090181831,-0.879359907,89.0315191,-0.857523771,1.890852412,-396.3581942,1.502461272,1.057515625,6.661257864,3.356129696,0.107533029,2295.958165,10.06677998,-1.512700821,0.045328984,0,14.07655812,0,0,0,9.23,0,1,0,0,1.47
1.440612217,0.701338913,1.666447764,0.351406713,8.064596756,0.520778532,18.61539408,3.146055466,0.607936447,0.520234496,-0.504477807,2.107350847,5.606976083,4.792367477,14524.74126,74.17318454,-0.732055798,-0.350999675,1.971809521,1.249675801,-585.3979668,-0.520880757,0.219143619,0.331608253,1.949310702,2263.211144,1.870879606,4.466941263,-8.875775223,1.146262257,0.772644672,0.034185124,104.0034728,0.169356706,2.030075164,-801.7055075,1.105893443,0.964703125,3.121954422,3.94682774,0.293168828,2402.387873,9.896931857,2.431099396,0.031391489,0,8.317393253,0,0,0,9.23,0,1,0,1,-3.52
